T	2013-04-21 08:04:07	51.2797569	0.1791869	144.5			
T	2013-04-21 08:04:08	51.2799068	0.1790319	144.8			
T	2013-04-21 08:04:09	51.2800371	0.1788612	143.9			
T	2013-04-21 08:04:10	51.2801603	0.1787184	143.4			
T	2013-04-21 08:04:11	51.2803089	0.1785104	143.8			
T	2013-04-21 08:04:12	51.2804214	0.1783371	144.0			
T	2013-04-21 08:04:13	51.2805410	0.1781349	144.4			
T	2013-04-21 08:04:14	51.2806860	0.1779683	143.3			
T	2013-04-21 08:04:15	51.2808080	0.1777602	140.2			
T	2013-04-21 08:04:16	51.2809224	0.1775469	141.3			
T	2013-04-21 08:04:17	51.2810370	0.1773288	141.5			
T	2013-04-21 08:04:18	51.2811416	0.1771094	140.8			
T	2013-04-21 08:04:19	51.2812632	0.1768807	140.5			
T	2013-04-21 08:04:20	51.2813946	0.1766574	140.5			
T	2013-04-21 08:04:21	51.2815172	0.1764325	139.5			
T	2013-04-21 08:04:22	51.2816545	0.1761801	140.4			
T	2013-04-21 08:04:23	51.2817848	0.1759423	140.7			
T	2013-04-21 08:04:24	51.2819211	0.1757008	140.5			
T	2013-04-21 08:04:25	51.2820631	0.1754523	141.5			
T	2013-04-21 08:04:26	51.2821944	0.1752211	140.5			
T	2013-04-21 08:04:27	51.2823297	0.1749496	140.5			
T	2013-04-21 08:04:28	51.2824777	0.1747037	140.5			
T	2013-04-21 08:04:29	51.2826112	0.1744303	138.8			
T	2013-04-21 08:04:30	51.2827787	0.1741861	137.8			
T	2013-04-21 08:04:31	51.2829277	0.1739476	138.3			
T	2013-04-21 08:04:32	51.2830754	0.1737182	138.8			
T	2013-04-21 08:04:33	51.2832381	0.1734864	138.9			
T	2013-04-21 08:04:34	51.2834004	0.1732548	139.8			
T	2013-04-21 08:04:35	51.2835917	0.1730302	138.9			
T	2013-04-21 08:04:36	51.2837732	0.1727956	138.8			
T	2013-04-21 08:04:37	51.2839538	0.1726207	139.7			
T	2013-04-21 08:04:38	51.2841241	0.1724314	136.7			
T	2013-04-21 08:04:39	51.2843398	0.1722375	137.1			
T	2013-04-21 08:04:40	51.2845390	0.1720522	135.8			
T	2013-04-21 08:04:41	51.2847463	0.1718593	136.9			
T	2013-04-21 08:04:42	51.2849484	0.1716588	138.6			
T	2013-04-21 08:04:43	51.2851649	0.1714802	139.0			
T	2013-04-21 08:04:44	51.2853846	0.1713111	139.4			
T	2013-04-21 08:04:45	51.2856065	0.1711449	139.5			
T	2013-04-21 08:04:46	51.2858407	0.1709862	138.3			
T	2013-04-21 08:04:47	51.2860738	0.1708448	138.3			
T	2013-04-21 08:04:48	51.2863093	0.1707057	138.0			
T	2013-04-21 08:04:49	51.2865651	0.1706308	135.4			
T	2013-04-21 08:04:50	51.2868171	0.1704954	135.1			
T	2013-04-21 08:04:51	51.2870659	0.1703766	134.2			
T	2013-04-21 08:04:52	51.2873090	0.1702559	134.3			
T	2013-04-21 08:04:53	51.2875573	0.1701655	132.6			
T	2013-04-21 08:04:54	51.2878147	0.1700683	131.7			
T	2013-04-21 08:04:55	51.2880724	0.1699926	132.6			
T	2013-04-21 08:04:56	51.2883391	0.1699371	132.9			
T	2013-04-21 08:04:57	51.2886047	0.1698816	132.6			
T	2013-04-21 08:04:58	51.2888698	0.1698329	133.0			
T	2013-04-21 08:04:59	51.2891392	0.1698222	132.9			
T	2013-04-21 08:05:00	51.2894073	0.1697981	132.5			
T	2013-04-21 08:05:01	51.2896828	0.1697908	131.5			
T	2013-04-21 08:05:02	51.2899597	0.1698180	130.8			
T	2013-04-21 08:05:03	51.2902344	0.1698278	130.6			
T	2013-04-21 08:05:04	51.2905103	0.1698686	130.7			
T	2013-04-21 08:05:05	51.2907876	0.1699082	131.3			
T	2013-04-21 08:05:06	51.2910683	0.1699645	131.7			
T	2013-04-21 08:05:07	51.2913460	0.1700161	132.6			
T	2013-04-21 08:05:08	51.2916261	0.1701061	131.0			
T	2013-04-21 08:05:09	51.2919168	0.1701960	130.2			
T	2013-04-21 08:05:10	51.2922027	0.1702614	130.0			
T	2013-04-21 08:05:11	51.2924863	0.1703272	129.9			
T	2013-04-21 08:05:12	51.2927647	0.1703701	129.5			
T	2013-04-21 08:05:13	51.2930451	0.1704296	129.6			
T	2013-04-21 08:05:14	51.2933324	0.1704924	129.7			
T	2013-04-21 08:05:15	51.2936207	0.1705569	130.4			
T	2013-04-21 08:05:16	51.2939117	0.1706198	130.3			
T	2013-04-21 08:05:17	51.2942074	0.1706774	130.6			
T	2013-04-21 08:05:18	51.2944989	0.1707401	130.3			
T	2013-04-21 08:05:19	51.2947945	0.1707931	131.1			
T	2013-04-21 08:05:20	51.2950892	0.1708548	131.9			
T	2013-04-21 08:05:21	51.2953938	0.1709156	131.8			
T	2013-04-21 08:05:22	51.2956900	0.1709948	131.9			
T	2013-04-21 08:05:23	51.2959866	0.1710624	131.7			
T	2013-04-21 08:05:24	51.2962783	0.1711214	131.9			
T	2013-04-21 08:05:25	51.2965780	0.1711661	132.5			
T	2013-04-21 08:05:26	51.2968675	0.1711533	133.6			
T	2013-04-21 08:05:27	51.2971770	0.1712869	133.1			
T	2013-04-21 08:05:28	51.2974823	0.1713601	134.2			
T	2013-04-21 08:05:29	51.2977808	0.1714413	134.1			
T	2013-04-21 08:05:30	51.2980875	0.1715183	134.9			
T	2013-04-21 08:05:31	51.2983949	0.1716004	134.8			
T	2013-04-21 08:05:32	51.2986939	0.1716475	134.6			
T	2013-04-21 08:05:33	51.2990004	0.1717074	135.3			
T	2013-04-21 08:05:34	51.2993079	0.1717424	137.4			
T	2013-04-21 08:05:35	51.2996143	0.1717797	137.4			
T	2013-04-21 08:05:37	51.3002209	0.1718185	138.8			
T	2013-04-21 08:05:38	51.3005066	0.1718358	138.5			
T	2013-04-21 08:05:39	51.3007933	0.1718026	139.0			
T	2013-04-21 08:05:40	51.3011161	0.1717681	138.1			
T	2013-04-21 08:05:41	51.3014208	0.1717442	136.9			
T	2013-04-21 08:05:42	51.3017237	0.1716931	136.5			
T	2013-04-21 08:05:43	51.3020316	0.1716335	136.2			
T	2013-04-21 08:05:44	51.3023424	0.1715782	135.9			
T	2013-04-21 08:05:45	51.3026480	0.1715259	136.0			
T	2013-04-21 08:05:46	51.3029546	0.1714688	136.1			
T	2013-04-21 08:05:47	51.3032533	0.1713470	136.3			
T	2013-04-21 08:05:48	51.3035595	0.1712331	136.4			
